latitude,longitude,Condoms_Male
40.67867279,-73.97894287,1
40.76963425,-73.9185791,1
40.68015671,-73.9451828,1
40.76063538,-73.83065796,1
40.71230316,-73.96691895,1
40.74357224,-73.92221832,1
40.81824875,-73.91879272,1
40.74688721,-73.89642334,1
40.63557816,-73.91314697,1
40.81305695,-73.94163513,1
40.66481781,-73.9114151,1
40.73445129,-73.99206543,1
40.63597107,-73.89945221,1
40.83392334,-73.91611481,1
40.68000793,-73.94273376,1
40.81435013,-73.94065857,1
40.75065613,-73.87568665,1
40.73319244,-74.00558472,1
40.7536087,-73.86026764,1
40.64138031,-74.07595062,1
40.80338287,-73.94023132,1
40.66495895,-73.93148804,1
40.74472046,-73.99712372,1
40.7991066,-73.95181274,1
40.66962051,-73.93103027,1
40.74385452,-73.99951172,1
40.7994194,-73.96646118,1
40.68488693,-73.91394043,1
40.74991989,-74.00254822,1
40.67980194,-73.93897247,1
40.74907684,-73.87007141,1
40.8227272,-73.95314026,1
40.76346207,-73.99281311,1
40.75735474,-73.86815643,1
40.83054352,-73.90996552,1
40.72603226,-73.98952484,1
40.70562363,-73.91001892,1
40.73773956,-74.00180054,1
40.84347153,-73.91261292,1
40.69704437,-73.90666962,1
40.71921921,-73.8423233,1
40.65985107,-73.95054626,1
40.66566849,-73.931427,1
40.64580917,-74.01647949,1
40.66532135,-73.98949432,1
40.74897766,-73.87102509,1
40.74533463,-73.95323181,1
40.64061737,-74.07570648,1
40.6636467,-73.92142487,1
40.65118027,-73.94171143,1
40.75845718,-73.83127594,1
40.74866867,-73.87611389,1
40.84903336,-73.93755341,1
40.84671021,-73.90895844,1
40.6958847,-73.93328094,1
40.68828964,-73.95708466,1
40.74918747,-73.8691864,1
40.75093842,-73.8729248,1
40.80247879,-73.93669128,1
40.80247879,-73.93669128,1
40.66310501,-73.92572021,1
40.83038712,-73.9475708,1
40.66854477,-73.90657806,1
40.84063339,-73.91737366,1
40.68579102,-73.98188782,1
40.66403198,-73.88824463,1
40.7604332,-73.83183289,1
40.6524086,-73.92626953,1
40.66939163,-73.9067688,1
40.66873169,-73.91716766,1
40.72042847,-73.98510742,1
40.76050568,-73.96607208,1
40.72125626,-73.98092651,1
40.7494545,-73.88694,1
40.86365128,-73.86450958,1
40.68431091,-73.90905762,1
40.83500671,-73.91921997,1
40.8616333,-73.92459106,1
40.697155,-73.80568695,1
40.83739853,-73.94244385,1
40.74597168,-74.00013733,1
40.80224228,-73.93688965,1
40.85191345,-73.88529968,1
40.69658279,-73.93478394,1
40.73384094,-74.00628662,1
40.72149658,-73.9801712,1
40.64484787,-73.92269135,1
40.84127426,-73.91670227,1
40.64670181,-73.92985535,1
40.83853912,-73.94161224,1
40.74736786,-73.88648224,1
40.66996765,-73.90692139,1
40.7519989,-73.93000031,1
40.81209183,-73.95721436,1
40.74255753,-73.99778748,1
40.67840195,-73.98356628,1
40.637146,-74.1339798,1
40.74605942,-73.89877319,1
40.66312408,-73.92565918,1
40.73916626,-73.97686005,1
40.86152649,-73.89881134,1
40.63472748,-74.1096344,1
40.7257309,-73.98377991,1
40.71899414,-73.98606873,1
40.6811409,-73.88089752,1
40.86455536,-73.92154694,1
40.82564926,-73.89191437,1
40.79990005,-73.93561554,1
40.64947128,-73.95849609,1
40.6593132,-73.93411255,1
40.84294891,-73.88616943,1
40.73444366,-74.00166321,1
40.66903687,-73.92552185,1
40.79040909,-73.94602966,1
40.75694656,-73.99369049,1
40.76478195,-73.99590302,1
40.84857941,-73.9180603,1
40.68000031,-73.94262695,1
40.63573837,-73.91355133,1
40.76334763,-73.91542053,1
40.66922379,-73.93106842,1
40.80521011,-73.9414978,1
40.71805954,-73.95748901,1
40.84407806,-73.89447784,1
40.75550079,-73.99738312,1
40.83411407,-73.92003632,1
40.83704376,-73.91754913,1
40.87445068,-73.88557434,1
40.74967575,-73.88502502,1
40.65250778,-73.92350769,1
40.75665665,-73.99390411,1
40.72143173,-73.97819519,1
40.75494003,-73.99217224,1
40.69750214,-73.93041992,1
40.87945175,-73.87511444,1
40.68728638,-73.93888855,1
40.68300629,-73.91178894,1
40.73178101,-74.00331116,1
40.68564606,-73.94145966,1
40.71394348,-73.98353577,1
40.81790543,-73.91694641,1
40.7118454,-73.94064331,1
40.66727066,-73.98786926,1
40.86375046,-73.91943359,1
40.67927933,-73.96826172,1
40.80921936,-73.93718719,1
40.70487595,-74.01593018,1
40.77713394,-73.95406342,1
40.74681091,-73.99365234,1
40.83140564,-73.90110016,1
40.66343307,-73.92521667,1
40.74495316,-73.99871826,1
40.68639755,-73.98349762,1
40.72253799,-73.98609924,1
40.82522964,-73.95133972,1
40.73204422,-74.00140381,1
40.83040237,-73.94753265,1
40.67197037,-73.89524841,1
40.83240509,-73.9099884,1
40.75849915,-73.91936493,1
40.67747498,-73.93175507,1
40.67983627,-73.93935394,1
40.71090317,-73.77056885,1
40.67947006,-73.88614655,1
40.68625259,-73.91635895,1
40.8370285,-73.94271088,1
40.7618103,-73.99271393,1
40.66818237,-73.91036987,1
40.73914719,-74.00112915,1
40.81845093,-73.91867065,1
40.75006104,-73.88119507,1
40.64959335,-73.93016052,1
40.67165375,-73.93083954,1
40.74633408,-73.89134216,1
40.82780838,-73.94942474,1
40.71366119,-73.94931793,1
40.79822922,-73.96359253,1
40.71276474,-73.9885788,1
40.76038361,-73.99490356,1
40.86240768,-73.90359497,1
40.63507462,-73.91392517,1
40.74956894,-73.9953537,1
40.8175087,-73.92042542,1
40.84671021,-73.90895844,1
40.6478653,-73.89263153,1
40.65063477,-73.9447403,1
40.83140564,-73.90110779,1
40.7075119,-73.78842163,1
40.76478958,-73.82798767,1
40.81852722,-73.90394592,1
40.70185852,-73.8817215,1
40.69734192,-73.93588257,1
40.6349411,-73.90104675,1
40.68716049,-73.97476196,1
40.71541977,-74.00267029,1
40.68629074,-73.98322296,1
40.72265244,-73.98599243,1
40.76301575,-73.91568756,1
40.80525208,-73.93887329,1
40.74022293,-73.99224854,1
40.85850525,-73.90309906,1
40.6689415,-73.91574097,1
40.68014526,-73.93749237,1
40.75317764,-73.97418976,1
40.70546341,-73.8014679,1
40.73326111,-74.00512695,1
40.69513702,-73.93199921,1
40.68016052,-73.94524384,1
40.67925262,-73.94960785,1
40.79640198,-73.96793365,1
40.80712509,-73.91821289,1
40.71409607,-73.94888306,1
40.66456604,-73.88687134,1
40.82072067,-73.89953613,1
40.70692444,-73.94743347,1
40.68314743,-73.95385742,1
40.85462189,-73.93704987,1
40.85594559,-73.88332367,1
40.69604874,-73.90486908,1
40.73209381,-74.00144958,1
40.69392395,-73.96174622,1
40.85906601,-73.90592194,1
40.71541977,-74.00267029,1
40.85850525,-73.90309906,1
40.72859573,-73.97865295,1
40.70388031,-73.91963196,1
40.75287247,-73.86075592,1
40.67051697,-73.93003082,1
40.63832092,-73.89581299,1
40.84460831,-73.90540314,1
40.76710129,-73.98631287,1
40.68181992,-73.87857056,1
40.65601349,-73.91582489,1
40.85522842,-73.8878479,1
40.87657928,-73.88687897,1
40.73020935,-73.98200226,1
40.82443619,-73.94445038,1
40.86459732,-73.92324829,1
40.75576782,-73.88326263,1
40.75275803,-73.86419678,1
40.80358505,-73.95343018,1
40.72450638,-73.98355103,1
40.80120087,-73.96515656,1
40.67331696,-74.00023651,1
40.66862488,-73.91778564,1
40.74814606,-73.8790741,1
40.82421875,-73.95207214,1
40.84296417,-73.92290497,1
40.66948318,-73.75039673,1
40.8366394,-73.94297028,1
40.85000992,-73.8868103,1
40.66944504,-73.91233826,1
40.68255997,-73.90988159,1
40.80254364,-73.95091248,1
40.72072601,-73.98419952,1
40.66858292,-73.9180603,1
40.69820404,-73.93745422,1
40.85441971,-73.91172028,1
40.8936348,-73.85816956,1
40.72304535,-73.98573303,1
40.80273438,-73.93653107,1
40.6702919,-73.90654755,1
40.73340607,-74.00242615,1
40.67062378,-73.93193817,1
40.68795013,-73.98027039,1
40.68545914,-73.92050171,1
40.73003006,-73.98064423,1
40.65075684,-73.95059967,1
40.81714249,-73.89764404,1
40.6973877,-73.93164063,1
40.80037689,-73.95088959,1
40.86821365,-73.91824341,1
40.66962051,-73.93103027,1
40.67222595,-73.93079376,1
40.65343857,-73.8868103,1
40.74726868,-73.88744354,1
40.83603668,-73.92221069,1
40.757267,-73.8266449,1
40.81795883,-73.89450073,1
40.81578445,-73.92536163,1
40.84480286,-73.90907288,1
40.67378235,-73.93065643,1
40.76252747,-73.99336243,1
40.7567749,-73.88180542,1
40.75080872,-73.89020538,1
40.86286545,-73.92788696,1
40.74773026,-73.99671936,1
40.80869293,-73.92189789,1
40.8494072,-73.91697693,1
40.68029785,-73.88349152,1
40.73324585,-74.00523376,1
40.74440765,-73.88609314,1
40.74495697,-73.98027039,1
40.80403519,-73.93767548,1
40.75628662,-73.88645935,1
40.74202728,-73.99834442,1
40.65106201,-73.94454193,1
40.69445419,-73.93079376,1
40.75075912,-73.86216736,1
40.84687805,-73.91519928,1
40.84168243,-73.88359833,1
40.80360794,-73.94850922,1
40.63698578,-74.07621002,1
40.73197174,-73.98407745,1
40.65197754,-73.94968414,1
40.66913223,-73.91436768,1
40.83036041,-73.94386292,1
40.74325562,-73.88362122,1
40.76345825,-73.92166138,1
40.81600952,-73.88735962,1
40.70851898,-73.93843842,1
40.74736023,-73.88656616,1
40.7603302,-73.82987213,1
40.67640686,-73.9303894,1
40.71869659,-74.00246429,1
40.65995407,-73.95056152,1
40.86305237,-73.9274292,1
40.83849335,-73.91320801,1
40.76567459,-73.98735809,1
40.67498016,-73.87472534,1
40.69261932,-73.85472107,1
40.83764648,-73.91091156,1
40.8494873,-73.91686249,1
40.717659,-73.98556519,1
40.75045013,-73.87750244,1
40.68011093,-73.94432068,1
40.83844757,-73.91304016,1
40.74645233,-73.88373566,1
40.68001938,-73.94268799,1
40.66820145,-73.90648651,1
40.69411087,-73.91816711,1
40.66569138,-73.93141174,1
40.8134613,-73.96122742,1
40.74337387,-73.99000549,1
40.69296646,-73.90187073,1
40.78966141,-73.94607544,1
40.70659637,-73.80213165,1
40.72379684,-73.97631836,1
40.74947739,-73.88330841,1
40.80252457,-73.96419525,1
40.82096863,-73.89426422,1
40.72169876,-74.00320435,1
40.83057785,-73.89510345,1
40.74758911,-73.88298035,1
40.74689484,-73.89642334,1
40.69664383,-73.93463135,1
40.72906113,-73.978302,1
40.75732422,-73.99402618,1
40.80394363,-73.96313477,1
40.76515961,-73.98773956,1
40.72839737,-73.97879791,1
40.8674736,-73.92106628,1
40.84851456,-73.93185425,1
40.7618103,-73.92331696,1
40.79505157,-73.94211578,1
40.73802567,-74.00060272,1
40.82554245,-73.95111084,1
40.69658279,-73.93478394,1
40.66964722,-73.90881348,1
40.65214157,-73.94972992,1
40.75706863,-73.92055511,1
40.7647171,-73.82293701,1
40.81913757,-73.90265656,1
40.75538635,-73.88700867,1
40.76832199,-73.92009735,1
40.80245972,-73.96424103,1
40.69435501,-73.91863251,1
40.65528107,-73.91610718,1
40.86686707,-73.89600372,1
40.74803162,-73.87998962,1
40.84427643,-73.88885498,1
40.79118347,-73.94584656,1
40.72072601,-73.98419952,0
40.84489822,-73.91274261,1
40.73368835,-74.00234985,1
40.84479523,-73.90896606,1
40.86384583,-73.92523193,1
40.74755478,-73.88466644,1
40.70170593,-73.88355255,1
40.77038574,-73.91268158,1
40.65846252,-73.99642944,1
40.72881317,-73.98817444,1
40.7324791,-74.00968933,1
40.74732208,-73.88179016,1
40.84303284,-73.88705444,1
40.66927719,-73.90673828,1
40.6824646,-73.96668243,1
40.66428375,-73.88755035,1
40.76301575,-73.91568756,1
40.82541275,-73.95120239,1
40.75597,-73.88145447,1
40.81944275,-73.91822815,1
40.86530304,-73.92134094,1
40.81529617,-73.95858765,1
40.65249252,-73.92446899,1
40.63783264,-73.8965683,1
40.75468063,-73.89357758,1
40.72294617,-73.98360443,1
40.70129013,-73.76493835,1
40.69319153,-73.97171783,1
40.67212296,-73.93082428,1
40.83371735,-73.94511414,1
40.75427246,-73.99250031,1
40.81363678,-73.93698883,1
40.73629379,-73.99433899,1
40.80051041,-73.96587372,1
40.74890137,-73.88902283,1
40.58452225,-74.08803558,1
40.67966461,-73.93650818,1
40.83730698,-73.91013336,1
40.71905899,-73.84196472,1
40.6802597,-73.94708252,1
40.80979156,-73.94622803,1
40.83585739,-73.9144516,1
40.62458038,-74.13657379,1
40.73313522,-74.00328827,1
40.82356644,-73.95252228,1
40.58686066,-74.08659363,1
40.74337387,-73.99000549,1
40.68376541,-73.98176575,1
40.71407318,-73.98981476,1
40.70922089,-73.92321777,1
40.67009735,-73.92206573,1
40.67820358,-73.89041138,1
40.80715561,-73.91830444,0
40.66853333,-73.9096756,1
40.7466011,-73.99570465,1
40.74754333,-73.99314117,1
40.70084381,-73.90849304,1
40.76055527,-73.98972321,1
40.72982025,-73.98079681,1
40.74289703,-74.00227356,1
40.73295212,-73.98635864,1
40.66735458,-73.93125153,1
40.6931839,-73.97156525,1
40.6799736,-73.9418335,1
40.74251556,-74.0005188,1
40.72294617,-73.98360443,1
40.72043991,-73.84553528,1
40.83595657,-73.91630554,1
40.7574501,-73.86724091,1
40.63512802,-73.91387177,1
40.86821365,-73.91824341,1
40.8028717,-73.94060516,1
40.80247879,-73.93669128,1
40.66877747,-73.91674042,1
40.7577858,-73.8616333,1
40.84373856,-73.88776398,1
40.7553978,-73.92721558,1
40.74424362,-73.9980545,1
40.75926208,-73.9672699,1
40.57606888,-73.98574066,1
40.72821808,-73.99925995,1
40.73104477,-74.00670624,1
40.71899414,-73.98606873,1
40.63510132,-73.91391754,1
40.64808273,-73.89287567,1
40.82405472,-73.95080566,0
40.66870117,-73.90841675,1
40.73400116,-74.00005341,1
40.57352448,-73.98744965,1
40.8295784,-73.91709137,1
40.83268738,-73.91383362,1
40.6811409,-73.88089752,1
40.72705841,-73.98879242,1
40.85459137,-73.91152191,1
40.828228,-73.91653442,1
40.73321152,-74.00639343,1
40.65107727,-73.94454193,1
40.75246048,-73.92409515,1
40.67175674,-73.9308548,1
40.69849014,-73.90919495,1
40.8373909,-73.93873596,1
40.83374405,-73.91551208,1
40.83237839,-73.91062927,1
40.73149872,-74.00666046,1
40.84352493,-73.8873291,1
40.82641983,-73.93825531,1
40.7161026,-73.96173096,1
40.81492996,-73.94026184,1
40.67990875,-73.94091034,1
40.81866837,-73.9165802,1
40.84249878,-73.88520813,1
40.73456573,-74.00224304,1
40.66258621,-73.92652893,1
40.72529602,-73.9835434,1
40.66290283,-73.93235779,1
40.85377121,-73.91306305,1
40.67820358,-73.97923279,1
40.72319412,-73.98828125,1
40.86821365,-73.91824341,1
40.82502747,-73.94776154,1
40.86088562,-73.89595795,1
40.75095367,-73.87291718,1
40.66849518,-73.90979767,1
40.84593201,-73.89216614,1
40.73321915,-74.0052948,1
40.82987213,-73.91778564,1
40.86938858,-73.91661835,1
40.66547394,-73.92236328,1
40.76071167,-73.96656799,1
40.70225906,-73.81949615,1
40.83671951,-73.91928864,1
40.84904099,-73.93212128,1
40.81871033,-73.89990234,1
40.72099304,-73.98787689,1
40.85565948,-73.89070129,1
40.85726166,-73.90431976,1
40.76131821,-73.96380615,1
40.68152618,-73.87999725,1
40.82591629,-73.94921875,1
40.72632217,-74.00447083,1
40.72586441,-73.99196625,1
40.74452972,-73.91130829,1
40.66799927,-73.91030121,1
40.705513,-73.94464111,1
40.75574875,-73.99085999,1
40.8134613,-73.96122742,1
40.82984161,-73.89834595,1
40.69197845,-73.98249817,1
40.67037201,-73.92742157,1
40.67839813,-73.98350525,1
40.65476227,-73.91687775,1
40.75353241,-73.90467072,1
40.70811844,-73.79659271,1
40.57746124,-73.98278046,1
40.79428482,-73.94270325,1
40.85369873,-73.90706635,1
40.80995178,-73.9372406,1
40.65282822,-73.92658234,1
40.82810211,-73.94549561,1
40.74364471,-73.99969482,1
40.7470665,-73.88932037,1
40.84156418,-73.92263031,1
40.69604874,-73.90486908,1
40.66977692,-73.91012573,1
40.71394348,-73.98353577,1
40.6707077,-73.93321228,1
40.81578445,-73.90814972,1
40.74013901,-74.003479,1
40.86042786,-73.89440155,1
40.78454971,-73.94377899,1
40.82204437,-73.89587402,1
40.75569534,-73.98020935,1
40.63777161,-74.07614136,1
40.8172493,-73.89186859,1
40.69060135,-73.99565887,1
40.67037964,-73.92723846,1
40.81043625,-73.95178986,1
40.76489639,-73.91716003,1
40.65577316,-73.94400024,1
40.80504227,-73.9408493,1
40.66983032,-73.88136292,1
40.66248322,-73.926651,1
40.75538635,-73.92722321,1
40.75425339,-73.99196625,1
40.79047012,-73.94617462,1
40.60395432,-74.08365631,1
40.66593933,-73.88764191,1
40.81921005,-73.92192078,1
40.69466782,-73.91915131,1
40.71916962,-73.84503937,1
40.85146713,-73.90235138,1
40.83102036,-73.9026947,1
40.67999649,-73.94256592,1
40.66949844,-73.9119873,1
40.72356033,-73.98535919,1
40.69250107,-73.92736053,1
40.72732544,-73.98656464,1
40.81299591,-73.95384979,1
40.74495316,-73.99871826,1
40.75057602,-73.87497711,1
40.81296921,-73.90779114,1
40.83591461,-73.91461182,1
40.63673019,-74.00701141,1
40.73323441,-74.00531006,1
40.66520309,-73.93088531,1
40.63558197,-73.91316986,1
40.68034363,-73.9404068,1
40.82043076,-73.90473938,1
40.6801796,-73.94593048,1
40.64385986,-73.90206146,1
40.69900513,-73.90917969,1
40.76964951,-73.91856384,1
40.73355484,-74.00327301,1
40.73059845,-73.8636322,1
40.72476959,-73.99443817,1
40.66883087,-73.93167877,1
40.68673706,-73.984375,1
40.73773956,-74.00180054,1
40.76057053,-73.98976135,1
40.76033401,-73.98919678,1
40.75576782,-73.88326263,1
40.83499527,-73.91306305,1
40.72452927,-73.9761734,1
40.87969589,-73.86455536,1
40.81656265,-73.89665985,1
40.63398743,-73.88938141,1
40.73371887,-74.0021286,1
40.84457016,-73.88945007,1
40.71389008,-73.98709106,1
40.74554825,-73.98933411,1
40.74541855,-73.86436462,1
40.66718292,-73.93125916,1
40.85795212,-73.90154266,1
40.74536896,-73.98130798,1
40.82288361,-73.94207001,1
40.76225281,-73.98800659,1
40.82679367,-73.89217377,1
40.74423599,-73.99923706,1
40.8342514,-73.94474792,1
40.84808731,-73.91320801,1
40.64543152,-73.9705658,1
40.75154877,-74.00362396,1
40.74375534,-73.99958801,1
40.86073303,-73.8895874,1
40.75606537,-73.8805542,1
40.80207062,-73.93698883,1
40.79907608,-73.94268036,1
40.86817932,-73.90062714,1
40.727108,-73.98277283,1
40.770401,-73.91933441,1
40.74773026,-73.87667084,1
40.74449158,-73.90211487,1
40.67053986,-73.93019867,1
40.85353088,-73.90873718,1
40.80161667,-73.93734741,1
40.7097168,-73.94018555,1
40.75857544,-73.91932678,1
40.82832718,-73.89561462,1
40.67013168,-73.90765381,1
40.80526352,-73.95335388,1
40.84823608,-73.93115234,1
40.86668015,-73.89389801,1
40.83501434,-73.94044495,1
40.86331177,-73.896492,1
40.70176315,-73.80672455,1
40.79047012,-73.94617462,1
40.73246765,-74.00179291,1
40.84365082,-73.8875885,1
40.85787201,-73.8965683,1
40.65146255,-73.93595886,1
40.67464066,-73.93058014,1
40.75074387,-73.87486267,1
40.82932281,-73.90111542,1
40.66818237,-73.91036987,1
40.82030487,-73.95490265,1
40.74998093,-73.98620605,1
40.7384491,-73.88624573,1
40.82204437,-73.89587402,1
40.85048294,-73.90711975,1
40.81502914,-73.90032196,1
40.6931572,-73.96833038,1
40.82834244,-73.92093658,1
40.72602463,-73.98907471,1
40.74201202,-73.99829865,1
40.69415283,-73.91827393,1
40.66923523,-73.90675354,1
40.66860962,-73.91789246,1
40.67053986,-73.93019867,1
40.69221115,-73.98666382,1
40.76390457,-73.98865509,1
40.66472244,-73.88655853,1
40.86683655,-73.89590454,1
40.74642181,-73.8953476,1
40.74325562,-73.88362122,1
40.6795845,-73.94125366,1
40.66989899,-73.90931702,1
40.63660049,-73.91159058,1
40.64712906,-73.8952713,1
40.69210052,-73.92665863,1
40.85771179,-73.89977264,1
40.71829987,-73.98547363,1
40.8172493,-73.89186859,1
40.66798019,-73.87892151,1
40.81484222,-73.95630646,1
40.75036621,-73.87846375,1
40.67551041,-73.96333313,1
40.69161987,-73.92581177,1
40.83327103,-73.9454422,1
40.72516632,-73.98419189,1
40.68057632,-73.93757629,1
40.70436096,-73.94377899,1
40.81937408,-73.91627502,1
